route_id,scenario,commodity,route_role,route_family_id,year,month,period,month_index,is_active,volume_tons,annualized_route_volume_tons,animation_intensity
R006,current,beans,baseline_only,F006,2028,12,2028-12,36,1,6070,71407,0.883
R006,current,beans,baseline_only,F006,2029,1,2029-01,37,1,5830,72121,0.839
R006,current,beans,baseline_only,F006,2029,2,2029-02,38,1,6010,72121,0.865
R006,current,beans,baseline_only,F006,2029,3,2029-03,39,1,6130,72121,0.883
R006,current,beans,baseline_only,F006,2029,4,2029-04,40,1,6190,72121,0.891
R006,current,beans,baseline_only,F006,2029,5,2029-05,41,1,6250,72121,0.9
R006,current,beans,baseline_only,F006,2029,6,2029-06,42,1,6010,72121,0.865
R006,current,beans,baseline_only,F006,2029,7,2029-07,43,1,5890,72121,0.848
R006,current,beans,baseline_only,F006,2029,8,2029-08,44,1,5770,72121,0.831
R006,current,beans,baseline_only,F006,2029,9,2029-09,45,1,5830,72121,0.839
R006,current,beans,baseline_only,F006,2029,10,2029-10,46,1,6010,72121,0.865
R006,current,beans,baseline_only,F006,2029,11,2029-11,47,1,6070,72121,0.874
R006,current,beans,baseline_only,F006,2029,12,2029-12,48,1,6130,72121,0.883
R006,current,beans,baseline_only,F006,2030,1,2030-01,49,1,5888,72842,0.839
R006,current,beans,baseline_only,F006,2030,2,2030-02,50,1,6070,72842,0.865
R006,current,beans,baseline_only,F006,2030,3,2030-03,51,1,6192,72842,0.883
R006,current,beans,baseline_only,F006,2030,4,2030-04,52,1,6252,72842,0.891
R006,current,beans,baseline_only,F006,2030,5,2030-05,53,1,6313,72842,0.9
R006,current,beans,baseline_only,F006,2030,6,2030-06,54,1,6070,72842,0.865
R006,current,beans,baseline_only,F006,2030,7,2030-07,55,1,5949,72842,0.848
R006,current,beans,baseline_only,F006,2030,8,2030-08,56,1,5827,72842,0.831
R006,current,beans,baseline_only,F006,2030,9,2030-09,57,1,5888,72842,0.839
R006,current,beans,baseline_only,F006,2030,10,2030-10,58,1,6070,72842,0.865
R006,current,beans,baseline_only,F006,2030,11,2030-11,59,1,6131,72842,0.874
R006,current,beans,baseline_only,F006,2030,12,2030-12,60,1,6192,72842,0.883
R007,current,rice,baseline_only,F007,2026,1,2026-01,1,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2026,2,2026-02,2,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2026,3,2026-03,3,1,7996,95000,0.891
R007,current,rice,baseline_only,F007,2026,4,2026-04,4,1,8075,95000,0.9
R007,current,rice,baseline_only,F007,2026,5,2026-05,5,1,7996,95000,0.891
R007,current,rice,baseline_only,F007,2026,6,2026-06,6,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2026,7,2026-07,7,1,7838,95000,0.874
R007,current,rice,baseline_only,F007,2026,8,2026-08,8,1,7758,95000,0.865
R007,current,rice,baseline_only,F007,2026,9,2026-09,9,1,7838,95000,0.874
R007,current,rice,baseline_only,F007,2026,10,2026-10,10,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2026,11,2026-11,11,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2026,12,2026-12,12,1,7917,95000,0.882
R007,current,rice,baseline_only,F007,2027,1,2027-01,13,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2027,2,2027-02,14,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2027,3,2027-03,15,1,8084,96045,0.891
R007,current,rice,baseline_only,F007,2027,4,2027-04,16,1,8164,96045,0.9
R007,current,rice,baseline_only,F007,2027,5,2027-05,17,1,8084,96045,0.891
R007,current,rice,baseline_only,F007,2027,6,2027-06,18,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2027,7,2027-07,19,1,7924,96045,0.874
R007,current,rice,baseline_only,F007,2027,8,2027-08,20,1,7844,96045,0.865
R007,current,rice,baseline_only,F007,2027,9,2027-09,21,1,7924,96045,0.874
R007,current,rice,baseline_only,F007,2027,10,2027-10,22,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2027,11,2027-11,23,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2027,12,2027-12,24,1,8004,96045,0.882
R007,current,rice,baseline_only,F007,2028,1,2028-01,25,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2028,2,2028-02,26,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2028,3,2028-03,27,1,8173,97101,0.891
R007,current,rice,baseline_only,F007,2028,4,2028-04,28,1,8254,97101,0.9
R007,current,rice,baseline_only,F007,2028,5,2028-05,29,1,8173,97101,0.891
R007,current,rice,baseline_only,F007,2028,6,2028-06,30,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2028,7,2028-07,31,1,8011,97101,0.874
R007,current,rice,baseline_only,F007,2028,8,2028-08,32,1,7930,97101,0.865
R007,current,rice,baseline_only,F007,2028,9,2028-09,33,1,8011,97101,0.874
R007,current,rice,baseline_only,F007,2028,10,2028-10,34,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2028,11,2028-11,35,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2028,12,2028-12,36,1,8092,97101,0.882
R007,current,rice,baseline_only,F007,2029,1,2029-01,37,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2029,2,2029-02,38,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2029,3,2029-03,39,1,8263,98170,0.891
R007,current,rice,baseline_only,F007,2029,4,2029-04,40,1,8344,98170,0.9
R007,current,rice,baseline_only,F007,2029,5,2029-05,41,1,8263,98170,0.891
R007,current,rice,baseline_only,F007,2029,6,2029-06,42,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2029,7,2029-07,43,1,8099,98170,0.874
R007,current,rice,baseline_only,F007,2029,8,2029-08,44,1,8017,98170,0.865
R007,current,rice,baseline_only,F007,2029,9,2029-09,45,1,8099,98170,0.874
R007,current,rice,baseline_only,F007,2029,10,2029-10,46,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2029,11,2029-11,47,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2029,12,2029-12,48,1,8181,98170,0.882
R007,current,rice,baseline_only,F007,2030,1,2030-01,49,1,8271,99249,0.882
R007,current,rice,baseline_only,F007,2030,2,2030-02,50,1,8271,99249,0.882
R007,current,rice,baseline_only,F007,2030,3,2030-03,51,1,8353,99249,0.891
R007,current,rice,baseline_only,F007,2030,4,2030-04,52,1,8436,99249,0.9
R007,current,rice,baseline_only,F007,2030,5,2030-05,53,1,8353,99249,0.891
R007,current,rice,baseline_only,F007,2030,6,2030-06,54,1,8271,99249,0.882
R007,current,rice,baseline_only,F007,2030,7,2030-07,55,1,8188,99249,0.874
R007,current,rice,baseline_only,F007,2030,8,2030-08,56,1,8105,99249,0.865
R007,current,rice,baseline_only,F007,2030,9,2030-09,57,1,8188,99249,0.874
R007,current,rice,baseline_only,F007,2030,10,2030-10,58,1,8271,99249,0.882
R007,current,rice,baseline_only,F007,2030,11,2030-11,59,1,8271,99249,0.882
R007,current,rice,baseline_only,F007,2030,12,2030-12,60,1,8271,99249,0.882
R008,current,rice,baseline_only,F008,2026,1,2026-01,1,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2026,2,2026-02,2,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2026,3,2026-03,3,1,7154,85000,0.891
R008,current,rice,baseline_only,F008,2026,4,2026-04,4,1,7225,85000,0.9
R008,current,rice,baseline_only,F008,2026,5,2026-05,5,1,7154,85000,0.891
R008,current,rice,baseline_only,F008,2026,6,2026-06,6,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2026,7,2026-07,7,1,7012,85000,0.874
R008,current,rice,baseline_only,F008,2026,8,2026-08,8,1,6942,85000,0.865
R008,current,rice,baseline_only,F008,2026,9,2026-09,9,1,7012,85000,0.874
R008,current,rice,baseline_only,F008,2026,10,2026-10,10,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2026,11,2026-11,11,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2026,12,2026-12,12,1,7083,85000,0.882
R008,current,rice,baseline_only,F008,2027,1,2027-01,13,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2027,2,2027-02,14,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2027,3,2027-03,15,1,7233,85935,0.891
R008,current,rice,baseline_only,F008,2027,4,2027-04,16,1,7304,85935,0.9
R008,current,rice,baseline_only,F008,2027,5,2027-05,17,1,7233,85935,0.891
R008,current,rice,baseline_only,F008,2027,6,2027-06,18,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2027,7,2027-07,19,1,7090,85935,0.874
R008,current,rice,baseline_only,F008,2027,8,2027-08,20,1,7018,85935,0.865
R008,current,rice,baseline_only,F008,2027,9,2027-09,21,1,7090,85935,0.874
R008,current,rice,baseline_only,F008,2027,10,2027-10,22,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2027,11,2027-11,23,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2027,12,2027-12,24,1,7161,85935,0.882
R008,current,rice,baseline_only,F008,2028,1,2028-01,25,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2028,2,2028-02,26,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2028,3,2028-03,27,1,7312,86880,0.891
R008,current,rice,baseline_only,F008,2028,4,2028-04,28,1,7385,86880,0.9
R008,current,rice,baseline_only,F008,2028,5,2028-05,29,1,7312,86880,0.891
R008,current,rice,baseline_only,F008,2028,6,2028-06,30,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2028,7,2028-07,31,1,7168,86880,0.874
R008,current,rice,baseline_only,F008,2028,8,2028-08,32,1,7095,86880,0.865
R008,current,rice,baseline_only,F008,2028,9,2028-09,33,1,7168,86880,0.874
R008,current,rice,baseline_only,F008,2028,10,2028-10,34,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2028,11,2028-11,35,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2028,12,2028-12,36,1,7240,86880,0.882
R008,current,rice,baseline_only,F008,2029,1,2029-01,37,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2029,2,2029-02,38,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2029,3,2029-03,39,1,7393,87836,0.891
R008,current,rice,baseline_only,F008,2029,4,2029-04,40,1,7466,87836,0.9
R008,current,rice,baseline_only,F008,2029,5,2029-05,41,1,7393,87836,0.891
R008,current,rice,baseline_only,F008,2029,6,2029-06,42,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2029,7,2029-07,43,1,7246,87836,0.874
R008,current,rice,baseline_only,F008,2029,8,2029-08,44,1,7173,87836,0.865
R008,current,rice,baseline_only,F008,2029,9,2029-09,45,1,7246,87836,0.874
R008,current,rice,baseline_only,F008,2029,10,2029-10,46,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2029,11,2029-11,47,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2029,12,2029-12,48,1,7320,87836,0.882
R008,current,rice,baseline_only,F008,2030,1,2030-01,49,1,7400,88802,0.882
R008,current,rice,baseline_only,F008,2030,2,2030-02,50,1,7400,88802,0.882
R008,current,rice,baseline_only,F008,2030,3,2030-03,51,1,7474,88802,0.891
R008,current,rice,baseline_only,F008,2030,4,2030-04,52,1,7548,88802,0.9
R008,current,rice,baseline_only,F008,2030,5,2030-05,53,1,7474,88802,0.891
R008,current,rice,baseline_only,F008,2030,6,2030-06,54,1,7400,88802,0.882
R008,current,rice,baseline_only,F008,2030,7,2030-07,55,1,7326,88802,0.874
R008,current,rice,baseline_only,F008,2030,8,2030-08,56,1,7252,88802,0.865
R008,current,rice,baseline_only,F008,2030,9,2030-09,57,1,7326,88802,0.874
R008,current,rice,baseline_only,F008,2030,10,2030-10,58,1,7400,88802,0.882
R008,current,rice,baseline_only,F008,2030,11,2030-11,59,1,7400,88802,0.882
R008,current,rice,baseline_only,F008,2030,12,2030-12,60,1,7400,88802,0.882
R009,current,maize,baseline_only,F009,2026,1,2026-01,1,1,13750,150000,0.884
R009,current,maize,baseline_only,F009,2026,2,2026-02,2,1,14000,150000,0.9
R009,current,maize,baseline_only,F009,2026,3,2026-03,3,1,13500,150000,0.868
R009,current,maize,baseline_only,F009,2026,4,2026-04,4,1,12250,150000,0.787
R009,current,maize,baseline_only,F009,2026,5,2026-05,5,1,11750,150000,0.755
R009,current,maize,baseline_only,F009,2026,6,2026-06,6,1,11250,150000,0.723
R009,current,maize,baseline_only,F009,2026,7,2026-07,7,1,11000,150000,0.707
R009,current,maize,baseline_only,F009,2026,8,2026-08,8,1,11125,150000,0.715
R009,current,maize,baseline_only,F009,2026,9,2026-09,9,1,11875,150000,0.763
R009,current,maize,baseline_only,F009,2026,10,2026-10,10,1,12500,150000,0.804
R009,current,maize,baseline_only,F009,2026,11,2026-11,11,1,13125,150000,0.844
R009,current,maize,baseline_only,F009,2026,12,2026-12,12,1,13875,150000,0.892
R009,current,maize,baseline_only,F009,2027,1,2027-01,13,1,13956,152250,0.884
R009,current,maize,baseline_only,F009,2027,2,2027-02,14,1,14210,152250,0.9
R009,current,maize,baseline_only,F009,2027,3,2027-03,15,1,13702,152250,0.868
R009,current,maize,baseline_only,F009,2027,4,2027-04,16,1,12434,152250,0.787
R009,current,maize,baseline_only,F009,2027,5,2027-05,17,1,11926,152250,0.755
R009,current,maize,baseline_only,F009,2027,6,2027-06,18,1,11419,152250,0.723
R009,current,maize,baseline_only,F009,2027,7,2027-07,19,1,11165,152250,0.707
R009,current,maize,baseline_only,F009,2027,8,2027-08,20,1,11292,152250,0.715
R009,current,maize,baseline_only,F009,2027,9,2027-09,21,1,12053,152250,0.763
R009,current,maize,baseline_only,F009,2027,10,2027-10,22,1,12687,152250,0.804
R009,current,maize,baseline_only,F009,2027,11,2027-11,23,1,13322,152250,0.844
R009,current,maize,baseline_only,F009,2027,12,2027-12,24,1,14083,152250,0.892
R009,current,maize,baseline_only,F009,2028,1,2028-01,25,1,14166,154534,0.884
R009,current,maize,baseline_only,F009,2028,2,2028-02,26,1,14423,154534,0.9
R009,current,maize,baseline_only,F009,2028,3,2028-03,27,1,13908,154534,0.868
R009,current,maize,baseline_only,F009,2028,4,2028-04,28,1,12620,154534,0.787
R009,current,maize,baseline_only,F009,2028,5,2028-05,29,1,12105,154534,0.755
R009,current,maize,baseline_only,F009,2028,6,2028-06,30,1,11590,154534,0.723
R009,current,maize,baseline_only,F009,2028,7,2028-07,31,1,11332,154534,0.707
R009,current,maize,baseline_only,F009,2028,8,2028-08,32,1,11461,154534,0.715
R009,current,maize,baseline_only,F009,2028,9,2028-09,33,1,12234,154534,0.763
R009,current,maize,baseline_only,F009,2028,10,2028-10,34,1,12878,154534,0.804
R009,current,maize,baseline_only,F009,2028,11,2028-11,35,1,13522,154534,0.844
R009,current,maize,baseline_only,F009,2028,12,2028-12,36,1,14294,154534,0.892
R009,current,maize,baseline_only,F009,2029,1,2029-01,37,1,14378,156852,0.884
R009,current,maize,baseline_only,F009,2029,2,2029-02,38,1,14639,156852,0.9
R009,current,maize,baseline_only,F009,2029,3,2029-03,39,1,14117,156852,0.868
R009,current,maize,baseline_only,F009,2029,4,2029-04,40,1,12810,156852,0.787
R009,current,maize,baseline_only,F009,2029,5,2029-05,41,1,12287,156852,0.755
R009,current,maize,baseline_only,F009,2029,6,2029-06,42,1,11764,156852,0.723
R009,current,maize,baseline_only,F009,2029,7,2029-07,43,1,11502,156852,0.707
R009,current,maize,baseline_only,F009,2029,8,2029-08,44,1,11633,156852,0.715
R009,current,maize,baseline_only,F009,2029,9,2029-09,45,1,12417,156852,0.763
R009,current,maize,baseline_only,F009,2029,10,2029-10,46,1,13071,156852,0.804
R009,current,maize,baseline_only,F009,2029,11,2029-11,47,1,13725,156852,0.844
R009,current,maize,baseline_only,F009,2029,12,2029-12,48,1,14509,156852,0.892
R009,current,maize,baseline_only,F009,2030,1,2030-01,49,1,14594,159205,0.884
R009,current,maize,baseline_only,F009,2030,2,2030-02,50,1,14859,159205,0.9
R009,current,maize,baseline_only,F009,2030,3,2030-03,51,1,14328,159205,0.868
R009,current,maize,baseline_only,F009,2030,4,2030-04,52,1,13002,159205,0.787
R009,current,maize,baseline_only,F009,2030,5,2030-05,53,1,12471,159205,0.755
R009,current,maize,baseline_only,F009,2030,6,2030-06,54,1,11940,159205,0.723
R009,current,maize,baseline_only,F009,2030,7,2030-07,55,1,11675,159205,0.707
R009,current,maize,baseline_only,F009,2030,8,2030-08,56,1,11808,159205,0.715
R009,current,maize,baseline_only,F009,2030,9,2030-09,57,1,12604,159205,0.763
R009,current,maize,baseline_only,F009,2030,10,2030-10,58,1,13267,159205,0.804
R009,current,maize,baseline_only,F009,2030,11,2030-11,59,1,13930,159205,0.844
R009,current,maize,baseline_only,F009,2030,12,2030-12,60,1,14726,159205,0.892
R010,current,beans,baseline_only,F010,2026,1,2026-01,1,1,4042,50000,0.839
R010,current,beans,baseline_only,F010,2026,2,2026-02,2,1,4167,50000,0.865
R010,current,beans,baseline_only,F010,2026,3,2026-03,3,1,4250,50000,0.883
R010,current,beans,baseline_only,F010,2026,4,2026-04,4,1,4292,50000,0.891
R010,current,beans,baseline_only,F010,2026,5,2026-05,5,1,4333,50000,0.9
R010,current,beans,baseline_only,F010,2026,6,2026-06,6,1,4167,50000,0.865
R010,current,beans,baseline_only,F010,2026,7,2026-07,7,1,4083,50000,0.848
R010,current,beans,baseline_only,F010,2026,8,2026-08,8,1,4000,50000,0.831
R010,current,beans,baseline_only,F010,2026,9,2026-09,9,1,4042,50000,0.839
R010,current,beans,baseline_only,F010,2026,10,2026-10,10,1,4167,50000,0.865
R010,current,beans,baseline_only,F010,2026,11,2026-11,11,1,4208,50000,0.874
R010,current,beans,baseline_only,F010,2026,12,2026-12,12,1,4250,50000,0.883
R010,current,beans,baseline_only,F010,2027,1,2027-01,13,1,4082,50500,0.839
R010,current,beans,baseline_only,F010,2027,2,2027-02,14,1,4208,50500,0.865
R010,current,beans,baseline_only,F010,2027,3,2027-03,15,1,4292,50500,0.883
R010,current,beans,baseline_only,F010,2027,4,2027-04,16,1,4335,50500,0.891
R010,current,beans,baseline_only,F010,2027,5,2027-05,17,1,4377,50500,0.9
R010,current,beans,baseline_only,F010,2027,6,2027-06,18,1,4208,50500,0.865
R010,current,beans,baseline_only,F010,2027,7,2027-07,19,1,4124,50500,0.848
R010,current,beans,baseline_only,F010,2027,8,2027-08,20,1,4040,50500,0.831
R010,current,beans,baseline_only,F010,2027,9,2027-09,21,1,4082,50500,0.839
R010,current,beans,baseline_only,F010,2027,10,2027-10,22,1,4208,50500,0.865
R010,current,beans,baseline_only,F010,2027,11,2027-11,23,1,4250,50500,0.874
R010,current,beans,baseline_only,F010,2027,12,2027-12,24,1,4292,50500,0.883
R010,current,beans,baseline_only,F010,2028,1,2028-01,25,1,4123,51005,0.839
R010,current,beans,baseline_only,F010,2028,2,2028-02,26,1,4250,51005,0.865
R010,current,beans,baseline_only,F010,2028,3,2028-03,27,1,4335,51005,0.883
R010,current,beans,baseline_only,F010,2028,4,2028-04,28,1,4378,51005,0.891
R010,current,beans,baseline_only,F010,2028,5,2028-05,29,1,4420,51005,0.9
R010,current,beans,baseline_only,F010,2028,6,2028-06,30,1,4250,51005,0.865
R010,current,beans,baseline_only,F010,2028,7,2028-07,31,1,4165,51005,0.848
R010,current,beans,baseline_only,F010,2028,8,2028-08,32,1,4080,51005,0.831
R010,current,beans,baseline_only,F010,2028,9,2028-09,33,1,4123,51005,0.839
R010,current,beans,baseline_only,F010,2028,10,2028-10,34,1,4250,51005,0.865
R010,current,beans,baseline_only,F010,2028,11,2028-11,35,1,4293,51005,0.874
R010,current,beans,baseline_only,F010,2028,12,2028-12,36,1,4335,51005,0.883
R010,current,beans,baseline_only,F010,2029,1,2029-01,37,1,4164,51515,0.839
R010,current,beans,baseline_only,F010,2029,2,2029-02,38,1,4293,51515,0.865
R010,current,beans,baseline_only,F010,2029,3,2029-03,39,1,4379,51515,0.883
R010,current,beans,baseline_only,F010,2029,4,2029-04,40,1,4422,51515,0.891
R010,current,beans,baseline_only,F010,2029,5,2029-05,41,1,4465,51515,0.9
R010,current,beans,baseline_only,F010,2029,6,2029-06,42,1,4293,51515,0.865
R010,current,beans,baseline_only,F010,2029,7,2029-07,43,1,4207,51515,0.848
R010,current,beans,baseline_only,F010,2029,8,2029-08,44,1,4121,51515,0.831
R010,current,beans,baseline_only,F010,2029,9,2029-09,45,1,4164,51515,0.839
R010,current,beans,baseline_only,F010,2029,10,2029-10,46,1,4293,51515,0.865
R010,current,beans,baseline_only,F010,2029,11,2029-11,47,1,4336,51515,0.874
R010,current,beans,baseline_only,F010,2029,12,2029-12,48,1,4379,51515,0.883
R010,current,beans,baseline_only,F010,2030,1,2030-01,49,1,4206,52030,0.839
R010,current,beans,baseline_only,F010,2030,2,2030-02,50,1,4336,52030,0.865
R010,current,beans,baseline_only,F010,2030,3,2030-03,51,1,4423,52030,0.883
R010,current,beans,baseline_only,F010,2030,4,2030-04,52,1,4466,52030,0.891
R010,current,beans,baseline_only,F010,2030,5,2030-05,53,1,4509,52030,0.9
R010,current,beans,baseline_only,F010,2030,6,2030-06,54,1,4336,52030,0.865
R010,current,beans,baseline_only,F010,2030,7,2030-07,55,1,4249,52030,0.848
R010,current,beans,baseline_only,F010,2030,8,2030-08,56,1,4162,52030,0.831
R010,current,beans,baseline_only,F010,2030,9,2030-09,57,1,4206,52030,0.839
R010,current,beans,baseline_only,F010,2030,10,2030-10,58,1,4336,52030,0.865
R010,current,beans,baseline_only,F010,2030,11,2030-11,59,1,4379,52030,0.874
R010,current,beans,baseline_only,F010,2030,12,2030-12,60,1,4423,52030,0.883
RP001,proposed,maize,baseline_retained,F001,2026,1,2026-01,1,1,38500,420000,0.884
RP001,proposed,maize,baseline_retained,F001,2026,2,2026-02,2,1,39200,420000,0.9
RP001,proposed,maize,baseline_retained,F001,2026,3,2026-03,3,1,37800,420000,0.868
RP001,proposed,maize,baseline_retained,F001,2026,4,2026-04,4,1,34300,420000,0.787
RP001,proposed,maize,baseline_retained,F001,2026,5,2026-05,5,1,32900,420000,0.755
RP001,proposed,maize,baseline_retained,F001,2026,6,2026-06,6,1,31500,420000,0.723
RP001,proposed,maize,baseline_retained,F001,2026,7,2026-07,7,1,30800,420000,0.707
RP001,proposed,maize,baseline_retained,F001,2026,8,2026-08,8,1,31150,420000,0.715
RP001,proposed,maize,baseline_retained,F001,2026,9,2026-09,9,1,33250,420000,0.763
RP001,proposed,maize,baseline_retained,F001,2026,10,2026-10,10,1,35000,420000,0.804
RP001,proposed,maize,baseline_retained,F001,2026,11,2026-11,11,1,36750,420000,0.844
RP001,proposed,maize,baseline_retained,F001,2026,12,2026-12,12,1,38850,420000,0.892
RP001,proposed,maize,baseline_retained,F001,2027,1,2027-01,13,1,37056,404250,0.884
RP001,proposed,maize,baseline_retained,F001,2027,2,2027-02,14,1,37730,404250,0.9
RP001,proposed,maize,baseline_retained,F001,2027,3,2027-03,15,1,36382,404250,0.868
RP001,proposed,maize,baseline_retained,F001,2027,4,2027-04,16,1,33014,404250,0.787
RP001,proposed,maize,baseline_retained,F001,2027,5,2027-05,17,1,31666,404250,0.755
RP001,proposed,maize,baseline_retained,F001,2027,6,2027-06,18,1,30319,404250,0.723
RP001,proposed,maize,baseline_retained,F001,2027,7,2027-07,19,1,29645,404250,0.707
RP001,proposed,maize,baseline_retained,F001,2027,8,2027-08,20,1,29982,404250,0.715
RP001,proposed,maize,baseline_retained,F001,2027,9,2027-09,21,1,32003,404250,0.763
RP001,proposed,maize,baseline_retained,F001,2027,10,2027-10,22,1,33688,404250,0.804
RP001,proposed,maize,baseline_retained,F001,2027,11,2027-11,23,1,35372,404250,0.844
RP001,proposed,maize,baseline_retained,F001,2027,12,2027-12,24,1,37393,404250,0.892
RP001,proposed,maize,baseline_retained,F001,2028,1,2028-01,25,1,35612,388500,0.884
RP001,proposed,maize,baseline_retained,F001,2028,2,2028-02,26,1,36260,388500,0.9
RP001,proposed,maize,baseline_retained,F001,2028,3,2028-03,27,1,34965,388500,0.868
RP001,proposed,maize,baseline_retained,F001,2028,4,2028-04,28,1,31728,388500,0.787
RP001,proposed,maize,baseline_retained,F001,2028,5,2028-05,29,1,30432,388500,0.755
RP001,proposed,maize,baseline_retained,F001,2028,6,2028-06,30,1,29138,388500,0.723
RP001,proposed,maize,baseline_retained,F001,2028,7,2028-07,31,1,28490,388500,0.707
RP001,proposed,maize,baseline_retained,F001,2028,8,2028-08,32,1,28814,388500,0.715
RP001,proposed,maize,baseline_retained,F001,2028,9,2028-09,33,1,30756,388500,0.763
RP001,proposed,maize,baseline_retained,F001,2028,10,2028-10,34,1,32375,388500,0.804
RP001,proposed,maize,baseline_retained,F001,2028,11,2028-11,35,1,33994,388500,0.844
RP001,proposed,maize,baseline_retained,F001,2028,12,2028-12,36,1,35936,388500,0.892
RP001,proposed,maize,baseline_retained,F001,2029,1,2029-01,37,1,34169,372750,0.884
RP001,proposed,maize,baseline_retained,F001,2029,2,2029-02,38,1,34790,372750,0.9
RP001,proposed,maize,baseline_retained,F001,2029,3,2029-03,39,1,33548,372750,0.868
RP001,proposed,maize,baseline_retained,F001,2029,4,2029-04,40,1,30441,372750,0.787
RP001,proposed,maize,baseline_retained,F001,2029,5,2029-05,41,1,29199,372750,0.755
RP001,proposed,maize,baseline_retained,F001,2029,6,2029-06,42,1,27956,372750,0.723
RP001,proposed,maize,baseline_retained,F001,2029,7,2029-07,43,1,27335,372750,0.707
RP001,proposed,maize,baseline_retained,F001,2029,8,2029-08,44,1,27646,372750,0.715
RP001,proposed,maize,baseline_retained,F001,2029,9,2029-09,45,1,29509,372750,0.763
RP001,proposed,maize,baseline_retained,F001,2029,10,2029-10,46,1,31062,372750,0.804
RP001,proposed,maize,baseline_retained,F001,2029,11,2029-11,47,1,32616,372750,0.844
RP001,proposed,maize,baseline_retained,F001,2029,12,2029-12,48,1,34479,372750,0.892
RP001,proposed,maize,baseline_retained,F001,2030,1,2030-01,49,1,32725,357000,0.884
RP001,proposed,maize,baseline_retained,F001,2030,2,2030-02,50,1,33320,357000,0.9
RP001,proposed,maize,baseline_retained,F001,2030,3,2030-03,51,1,32130,357000,0.868
RP001,proposed,maize,baseline_retained,F001,2030,4,2030-04,52,1,29155,357000,0.787
RP001,proposed,maize,baseline_retained,F001,2030,5,2030-05,53,1,27965,357000,0.755
RP001,proposed,maize,baseline_retained,F001,2030,6,2030-06,54,1,26775,357000,0.723
RP001,proposed,maize,baseline_retained,F001,2030,7,2030-07,55,1,26180,357000,0.707
RP001,proposed,maize,baseline_retained,F001,2030,8,2030-08,56,1,26478,357000,0.715
RP001,proposed,maize,baseline_retained,F001,2030,9,2030-09,57,1,28262,357000,0.763
RP001,proposed,maize,baseline_retained,F001,2030,10,2030-10,58,1,29750,357000,0.804
RP001,proposed,maize,baseline_retained,F001,2030,11,2030-11,59,1,31238,357000,0.844
RP001,proposed,maize,baseline_retained,F001,2030,12,2030-12,60,1,33022,357000,0.892
RP002,proposed,maize,baseline_retained,F002,2026,1,2026-01,1,1,33000,360000,0.884
RP002,proposed,maize,baseline_retained,F002,2026,2,2026-02,2,1,33600,360000,0.9
RP002,proposed,maize,baseline_retained,F002,2026,3,2026-03,3,1,32400,360000,0.868
RP002,proposed,maize,baseline_retained,F002,2026,4,2026-04,4,1,29400,360000,0.787
RP002,proposed,maize,baseline_retained,F002,2026,5,2026-05,5,1,28200,360000,0.755
RP002,proposed,maize,baseline_retained,F002,2026,6,2026-06,6,1,27000,360000,0.723
RP002,proposed,maize,baseline_retained,F002,2026,7,2026-07,7,1,26400,360000,0.707
RP002,proposed,maize,baseline_retained,F002,2026,8,2026-08,8,1,26700,360000,0.715
